job_code,title,job_group,job_subgroup,employee_category,salary_range_summary,salary_range_detail,job_summary,job_responsibilities,education,flsa_status,institution_job,supervisory_required,scaled_job,job_codes_detail,knowledges,skills,direct_link
FP036,Bricklayer and Mason,Facilities and Capital Planning,Skilled Trades,University Staff,67: Varies by job title,67: Varies by job title,"Lays, binds, and anchors masonry material including natural, artificial, and pre-cast units with mortar and other substances to construct or repair structures to ensure adequate, safe, and operable institutional facilities.","Interprets blueprints and drawings to determine specifications and to calculate the materials and equipment required. Discusses project plan with customer/client; Gathers materials, prepares work area, and maintains equipment and supplies needed for jobs; Constructs, demolishes, and repairs structures utilizing skilled bricklaying and mason techniques according to established trade standards and applicable building and safety codes; Reviews finished projects with client/customer. Maintains records and reports of work status and completion according to established deadlines and expectations; Cleans work area upon completion of projects according to established guidelines and expectations",High School Diploma and the completion of a registered apprenticeship program approved by the Department of Workforce Development as a Bricklayer and Mason as defined on DWD website -https://dwd.wisconsin.gov/apprenticeship/trades/bricklayer.htmPreferred Minimum,Non-Exempt,No,No,No,FP036: Bricklayer and Mason,Administration and Management; Building and Construction; Design; Production and Processing; Public Safety and Security,Active Listening; Coordination; Critical Thinking; Monitoring; Operations Monitoring,https://hr.wisc.edu/standard-job-descriptions/?q=FP036
PB001,Broadcast and IT Engineer,Public Broadcasting,Broadcast Engineering & Operations,Academic Staff,"18: $44,543-82,851","18: $44,543-82,851","Directs technical engineering operations for production and delivery for transmission, including information technology (IT), for production, technical recommendations, installation, operation and maintenance of equipment for production, and on-air operations to maintain technical quality and adherence to Federal Communications Commission (FCC) regulations.","Installs, operates, and maintains studio and remote production equipment including computers, servers, and networks to ensure high quality programming and compliance with FCC regulations; Creates and maintains accurate documentation for operating procedures; Identifies, troubleshoots, and resolves problems. Makes recommendations for technical and security improvements",Bachelor's Degree Preferred Minimum,Exempt,No,No,No,PB001: Broadcast and IT Engineer,Communications and Media; Computers and Electronics; Design; Engineering and Technology; Telecommunications,Active Listening; Complex Problem Solving; Critical Thinking; Monitoring; Operations Monitoring,https://hr.wisc.edu/standard-job-descriptions/?q=PB001
PB002,Broadcast and IT Technician,Public Broadcasting,Broadcast Engineering & Operations,University Staff,"16: $38,189-71,031","16: $38,189-71,031","Implements and maintains infrastructure related to the production and transmission, including information technology (IT), of programming. Installs, operates, and maintains the electrical equipment for various media formats.","Installs, operates, and maintains systems and networks for production; Assists with design and implementation of systems and networks to ensure high quality programming in compliance with Federal Communications Commission (FCC) regulations; Develops test routines and monitors systems for performance; May identify, troubleshoot, and resolve problems. Makes recommendations for technical and security improvements",Associate's Degree Preferred Minimum,Non-Exempt,No,No,No,PB002: Broadcast and IT Technician,Communications and Media; Computers and Electronics; Design; Engineering and Technology; Telecommunications,Active Listening; Complex Problem Solving; Critical Thinking; Monitoring; Operations Monitoring,https://hr.wisc.edu/standard-job-descriptions/?q=PB002
EI016,Broadcast Captioner,"Equity, Diversity, and Inclusion",Accessibility Services,University Staff,"17: $41,244-76,714","17: $41,244-76,714",Provides closed captioning and accessibility services of over-the-air and online content that meets Federal Communication Commission (FCC) and unit standards. Creates journalism-worthy transcripts and works with production staff to determine captioning needs under limited supervision.,"Provides high-quality captioning services, including transcription, proofing, editing, and writing captions following unit and industry style guides and provides caption files in varying formats for all standards of media delivery; Maintains current knowledge and compliance of captioning standards mandated by the FCC, university accessibility guidelines, and PBS technical operating specifications; Handles all components of captioning workflow for real-time and non-real-time captions including acquisition of video files, uploading files to caption services, scheduling real-time captioners, converting caption files to alternate file formats to meet varying technical standards of different platforms, and creating and providing materials needed by real-time captioners; Provides consultation on captioning services and best practices to internal and external stakeholders",Associate's Degree Preferred Minimum,Non-Exempt,No,No,No,EI016: Broadcast Captioner,Administration and Management; Administrative; Computers and Electronics; Customer and Personal Service; Law and Government,Active Listening; Monitoring; Reading Comprehension; Speaking; Writing,https://hr.wisc.edu/standard-job-descriptions/?q=EI016
PB008,Broadcast Producer,Public Broadcasting,Production,Academic Staff,"22: $60,601-112,718","22: $60,601-112,718","Develops, coordinates, supervises, and controls all aspects of the production strategy and process, including creative, financial, technological, and administrative components. Develops content and programming, including developing topics and themes, conducting interviews, prepping guests, and writing and editing for multimedia platforms.","Researches and develops content and production strategy for programming across broadcast and digital platforms; Directs the editorial process; Directs daily operational activities for live in studio or remote and recorded production elements; Develops, coordinates, supervises, and controls all aspects of the production strategy and process, including creative, financial, technological, and administrative components; Monitors budget and expenditures",Bachelor's Degree Preferred Minimum,Exempt,No,No,No,PB008: Broadcast Producer,Administration and Management; Communications and Media; Computers and Electronics; Customer and Personal Service; Telecommunications,Active Listening; Critical Thinking; Monitoring; Reading Comprehension; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=PB008
PB004,Broadcast Technologist,Public Broadcasting,Broadcast Technology,University Staff,"18: $44,543-82,851","18: $44,543-82,851",Operates audiovisual production equipment and monitors program quality in live and pre-recorded settings.,"Operates and monitors audiovisual broadcasting equipment to ensure proper recording of programming according to identified specifications; Engineers, edits, organizes, and archives program materials according to established policies and procedures; Schedules program elements in the on-air automation systems; Identifies improvement opportunities and makes recommendations to leadership",Associate's Degree Preferred Minimum,Non-Exempt,No,No,No,PB004: Broadcast Technologist,Communications and Media; Computers and Electronics; Design; Engineering and Technology; Telecommunications,Active Listening; Complex Problem Solving; Critical Thinking; Monitoring; Operations Monitoring,https://hr.wisc.edu/standard-job-descriptions/?q=PB004
FN018,Budget Director (Inst),Finance,Financial Planning and Budgeting,Limited,"31: $167,596-311,729","31: $167,596-311,729",Oversees budget professionals and directs complex budget projects. Provides management oversight and strategic direction for the institution. Provides budget management for the institution to support the efficient use of funds within the institution.,"Directs the development and administration of the institutional budget and large multi-unit budget projects including budget planning, reporting, policies, controls, procedures, forecasts, and analysis; Directs strategic budget planning initiatives and establishes institutional budget objectives to ensure appropriate use of financial, administrative, and staffing resources and alignment with the strategic plan in collaboration with institutional leadership; Schedules logistics and secures resources to control the allocation of all institutional funds; Serves as the institutional budget liaison to internal and external stakeholder groups providing organizational information and representing the interests of the institution; Exercises supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or approving hours worked of at least 2.0 full-time equivalent (FTE) employees; Provides business services in multiple financial functional areas and manages budget professionals on complex, high-profile projects spanning across multiple institutional units to support accurate, actionable budgeting and efficient use of financial resources; Develops, implements, and interprets policies and controls the allocation of institutional funds to support the efficient use of funds across the institution",Bachelor's Degree Preferred Minimum,Exempt,Yes,Yes,No,FN018: Budget Director (Inst),Administration and Management; Administrative; Customer and Personal Service; Personnel and Human Resources; Production and Processing,Active Listening; Coordination; Monitoring; Reading Comprehension; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=FN018
FN012,Budget Manager,Finance,Financial Planning and Budgeting,Academic Staff,Scaled (expand for details),"26: $87,112-162,029; 25: $79,193-147,299 (B); 25: $79,193-147,299 (C)",Oversees budget professionals and manages complex budget projects. Provides management oversight for the unit or organization. Provides budget management for the unit or organization to support the efficient use of funds within the institution.,"Plans and directs staff implementation of budget initiatives, programs, policies, and procedures to ensure compliance with applicable rules and regulations; Exercises supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or approving hours worked of at least 2.0 full-time equivalent (FTE) employees; Serves as the subject matter expert to unit leadership and institutional stakeholders regarding budget operations and functions; Analyzes, identifies, and makes recommendations in budget planning to leadership; Develops and administers unit or organizational budgets and large budget projections including budget planning, policies, controls, procedures, forecasts, and analysis",Bachelor's Degree Preferred Minimum,Exempt,No,Yes,Yes,FN012: Budget Manager; FN032: Budget Manager (B); FN036: Budget Manager (C),Administration and Management; Administrative; Customer and Personal Service; Economics and Accounting; Law and Government,Active Listening; Critical Thinking; Monitoring; Reading Comprehension; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=FN012
FN013,Budget Planner I,Finance,Financial Planning and Budgeting,Academic Staff,"21: $56,112-104,368","21: $56,112-104,368","Develops budgetary projections, budgets and prepares financial reports. Provides budgetary guidance to directors and managers. Reviews expenditures to ensure conformance with budgetary guidelines.","Develops and monitors budgets and short and long-term budgetary projections; Analyzes, identifies, and makes recommendations for cost savings and funding options in alignment with working unit strategic initiatives and unit objectives; Conducts program and budget research, analyzes data, and prepares complex financial reports in accordance with established procedures and regulations; Assists in the development of operating policies and procedures to comply with regulations, institutional policies, and unit objectives; Serves as a point of contact for staff providing budgetary information and guidance, answering questions, and responding to inquiries",Associate's Degree Preferred Minimum,Exempt,No,No,No,FN013: Budget Planner I,Administration and Management; Administrative; Computers and Electronics; Customer and Personal Service; Economics and Accounting,Active Listening; Complex Problem Solving; Critical Thinking; Judgment and Decision Making; Mathematics,https://hr.wisc.edu/standard-job-descriptions/?q=FN013
FN014,Budget Planner II,Finance,Financial Planning and Budgeting,Academic Staff,"24: $71,994-133,908","24: $71,994-133,908","Provides budget and policy analysis for complex unit or organizational budgets containing a variety of funding sources of multiple programs. Develops short- and long-term budgetary projections, annual operating budgets, and program cost analyses. Makes recommendations for compensation and staff planning and may provide guidance to other budget planners to ensure effective budget planning for the unit.","Develops and monitors complex budgets and short- and long-term budgetary projections; Analyzes, identifies, and makes recommendations for cost savings and funding options by conducting research on diverse institutional data; Conducts program and budget research, analyzes data, and prepares complex financial reports in accordance with established procedures and regulations; Assists in the development of operating policies and procedures to comply with regulations, institutional policies, and unit objectives; Provides guidance and direction to other analysts on budgetary analysis and reporting activities; Serves as a point of contact for staff providing budgetary information and guidance, answering questions, and responding to inquiries",Bachelor's Degree Preferred Minimum,Exempt,No,No,No,FN014: Budget Planner II,Administration and Management; Administrative; Computers and Electronics; Customer and Personal Service; Economics and Accounting,Active Listening; Complex Problem Solving; Critical Thinking; Judgment and Decision Making; Mathematics,https://hr.wisc.edu/standard-job-descriptions/?q=FN014
FN028,Budget Planner III (Inst),Finance,Financial Planning and Budgeting,Academic Staff,"25: $79,193-147,299","25: $79,193-147,299",Oversees budget initiatives and manages complex budget projects. Provides management oversight for the institution. Provides budget management for the institution to support the efficient use of funds.,"Plans and directs staff implementation of budget initiatives, programs, policies, and procedures to ensure compliance with applicable rules and regulations; Serves as the subject matter expert to leadership and institutional stakeholders regarding budget functions; Analyzes, identifies, and makes recommendations in budget planning to leadership; Develops and administers institutional budgets and large budget projections including budget planning, policies, controls, procedures, forecasts, and analysis",Bachelor's Degree Preferred Minimum,Exempt,Yes,No,No,FN028: Budget Planner III (Inst),Administration and Management; Administrative; Computers and Electronics; Customer and Personal Service; Economics and Accounting,Active Listening; Complex Problem Solving; Critical Thinking; Judgment and Decision Making; Mathematics,https://hr.wisc.edu/standard-job-descriptions/?q=FN028
FP103,Building & Grounds Manager,Facilities and Capital Planning,Operations and General Maintenance,Academic Staff,Scaled (expand for details),"25: $79,193-147,299; 24: $71,994-133,908 (B); 24: $71,994-133,908 (C)","Plans and oversees building and grounds operations to meet the needs of the university, its employees, and visitors.","Implements and evaluates existing strategies and objectives for building and grounds operations and makes recommendations to unit leadership for program or function enhancement; Identifies, proposes, and implements new or revised unit operational policies and procedures; Directs day-to-day operations of the unit to provide technical advice, problem solving assistance, and unit goals and policy interpretation; Schedules logistics and secures resources for program activities across multiple work units to ensure optimum efficiency and compliance with appropriate policies, procedures, and specifications; Prepares periodic reports and financial statements, and records progress, status, or other special reports for leadership or external agencies; Monitors the unit budget and approves unit expenditures; Exercises supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or approving hours worked of at least 2.0 full-time equivalent (FTE) employees",Bachelor's Degree Preferred Minimum,Exempt,No,Yes,Yes,FP103: Building & Grounds Manager; FP125: Building & Grounds Manager (B); FP132: Building & Grounds Manager (C),Administration and Management; Administrative; Customer and Personal Service; Personnel and Human Resources; Production and Processing,Active Listening; Coordination; Monitoring; Reading Comprehension; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=FP103
FP102,Building & Grounds Supervisor,Facilities and Capital Planning,Operations and General Maintenance,Academic Staff,"21: $56,112-104,368","21: $56,112-104,368","Supervises building and grounds staff to meet the needs of the university, its employees, and visitors.","Exercises supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or approving hours worked of at least 2.0 full-time equivalent (FTE) employees; Develops and schedules unit operational work plans; Schedules logistics and secures resources for the completion of established projects; Communicates unit goals and objectives, implements unit operational policies and procedures, and provides training and feedback to ensure safety and compliance",H.S. Diploma Preferred Minimum,Exempt,No,Yes,No,FP102: Building & Grounds Supervisor,Administration and Management; Customer and Personal Service; Mechanical; Personnel and Human Resources; Public Safety and Security,Active Listening; Coordination; Management of Personnel Resources; Monitoring; Time Management,https://hr.wisc.edu/standard-job-descriptions/?q=FP102
FP133,Building Automation Control Systems Specialist,Facilities and Capital Planning,Architecture and Engineering Services,Academic Staff,"25: $79,193-147,299","25: $79,193-147,299","Programs, monitors, and troubleshoots Building Automation Systems (BAS) and controls to ensure and improve operation of complex facility, utility generation and distribution, and life safety system functionality. Develops and implements procedures and capabilities to monitor and predict operational capability.","Coordinates, manages, implements and/or performs technical product support for a wide range of BAS systems and components; Engineers control sequences for new installations and system upgrades; Develops, modifies, and tests software programs for BAS systems; Commissions and provides contractor oversight for new and existing BAS installations and modifications; Sets up and configures workstations, user interfaces, data servers, networking devices, protocols, routers, switches, mass storage devices, gateways, and/or hubs for BAS functionality; Creates, verifies, and updates point databases and programmable logic schemes and troubleshoots and resolves database issues.; Monitors, tests, maintains, and repairs electronic and pneumatic building control systems components and related mechanical equipment; Operates the service desk, identifying, troubleshooting, triaging, and escalating system functionality and field issues; Monitors and configures critical system alarms and their routing. Sets-up historical data capturing and totalization for archiving to data historian servers",Associate's Degree Preferred Minimum,Exempt,No,No,No,FP133: Building Automation Control Systems Specialist,Administration and Management; Building and Construction; Customer and Personal Service; Design; Mechanical,Active Listening; Critical Thinking; Repairing; Speaking; Troubleshooting,https://hr.wisc.edu/standard-job-descriptions/?q=FP133
FP028,Building Control Systems Technician,Facilities and Capital Planning,Operations and General Maintenance,University Staff,"23: $65,449-121,735","23: $65,449-121,735","Installs, calibrates, adjusts, and repairs controls for various building systems (e.g., lighting, electricity, temperature) to ensure proper operation of equipment within an assigned facility. May balance air flow and certify laboratory ventilation systems.","Monitors, tests, maintains, and repairs building control systems and related equipment according to established policies and procedures; Receives, prioritizes, and responds to service requests according to established timelines and policies; Identifies, troubleshoots, triages, and escalates system problems, equipment malfunctions and repair needs; Performs scheduled preventative and routine maintenance and documents activity on equipment and systems to ensure optimal and safe operation",H.S. Diploma Preferred Minimum,Non-Exempt,No,No,No,FP028: Building Control Systems Technician,Administration and Management; Building and Construction; Customer and Personal Service; Design; Mechanical,Active Listening; Critical Thinking; Repairing; Speaking; Troubleshooting,https://hr.wisc.edu/standard-job-descriptions/?q=FP028
FP085,Building Supervisor,Facilities and Capital Planning,Operations and General Maintenance,University Staff,"21: $56,112-104,368","21: $56,112-104,368","Supervises assigned staff in the maintenance of buildings and grounds, and/or schedules maintenance and monitors the operation of all utility systems such as heating, ventilating, and air conditioning.","Supervises janitorial services and grounds maintenance such as landscaping, lawn care, and snow removal; Develops and schedules unit operational work plans; Exercises supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or approving hours worked of at least 2.0 full-time equivalent (FTE) employees; Schedules logistics and secures resources for cross-unit activities",Associate's Degree Preferred Minimum,Non-Exempt,No,Yes,No,FP085: Building Supervisor,Administration and Management; Administrative; Customer and Personal Service; Mechanical; Personnel and Human Resources,Coordination; Critical Thinking; Judgment and Decision Making; Management of Personnel Resources; Monitoring,https://hr.wisc.edu/standard-job-descriptions/?q=FP085
FN010,Bursar (Inst),Finance,Bursar,Limited,"27: $95,824-178,232","27: $95,824-178,232","Establishes, implements, and monitors all operational aspects of a student account financial system to ensure compliance with regulatory standards with the goal of collecting payments and processing in a timely manner. This individual is responsible for personnel management.","Establishes, implements, maintains, and monitors rules, policies, and procedures for the billing and collection of tuition payments and other financial student account encumbrances institution wide; Directs the operations and maintenance of accounts receivable information systems and recommends improvements to institutional leadership to enhance technological capabilities and streamline processes; Serves as a subject matter expert and liaison to internal and external stakeholder groups providing organizational information and representing the interests of the unit and student accounts; Exercises supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or approving hours worked of at least 2.0 full-time equivalent (FTE) employees; Provides communication to institutional leadership regarding the strategic goals and business practices and processes of the Bursar Office; Ensures compliance of federal and state rules and regulations with regards to student disbursements; Develops and monitors budget",Bachelor's Degree Preferred Minimum,Exempt,Yes,Yes,No,FN010: Bursar (Inst),Administration and Management; Administrative; Customer and Personal Service; Economics and Accounting; Law and Government,Active Listening; Critical Thinking; Monitoring; Reading Comprehension; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=FN010
FN027,Business Affairs Director I,Finance,Financial Planning and Budgeting,Limited,"28: $110,197-204,967","28: $110,197-204,967","Directs division business operations and is responsible for administrative, financial, and operations management.","Serves as the primary business advisor, liaison, and partner to divisional leadership and key stakeholder groups; Oversees the implementation of all operational and administrative activities; Develops the division's financial strategy including planning, forecasts, budgets, and cash management that focus on attaining and sustaining long-term financial equilibrium in collaboration with university leadership; Works with senior administrative and academic leadership to design, establish, and maintain an administrative organizational structure to effectively and efficiently accomplish goals and objectives while appropriately defining duties and mitigating risk; Assesses processes, staffing, and systems to identify opportunities for improvement and streamlining on a regular basis; Serves as a major point of contact and catalyst for problem resolution. Provides insightful and diplomatic communications; Exercises supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or approving hours worked of at least 2.0 full-time equivalent (FTE) employees",Bachelor's Degree Preferred Minimum,Exempt,No,Yes,No,FN027: Business Affairs Director I,Administration and Management; Administrative; Customer and Personal Service; Economics and Accounting; Law and Government,Active Listening; Critical Thinking; Monitoring; Reading Comprehension; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=FN027
FN059,Business Affairs Director II,Finance,Financial Planning and Budgeting,Limited,"30: $145,736-271,069","30: $145,736-271,069","Directs business operations for a school/college/division and has significant budgetary responsibility for multiple departments, centers or subunits; as well as oversight over multiple operational functions to include Facilities, Finance, Human Resources, and Information Technology. Criteria for use of this title is determined at the UW institutional level. Eligible use of this title is for schools/colleges/divisions with total expenditures greater than $125 million and greater than 750 FTE.","Serves as the divisional representative and subject matter expert to institutional leadership and internal and external stakeholders providing strategic direction and information, fostering collaborative relationships across multiple functional areas, and representing the interests of the division; Directs strategic planning initiatives and establishes objectives for multiple functional areas to ensure appropriate use of financial, administrative, and staffing resources and alignment with the strategic plan; Develops the division's financial strategy including planning, forecasts, budgets, and cash management that focus on attaining and sustaining long-term financial equilibrium in collaboration with university leadership; Works with senior administrative and academic leadership to design, establish, and maintain an administrative organizational structure to effectively and efficiently accomplish goals and objectives while appropriately defining duties and mitigating risk; Serves as a major point of contact and catalyst for problem resolution. Provides insightful and diplomatic communications; Exercises supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or napproving hours worked of at least 2.0 full time equivalent (FTE) employees",Bachelor's Degree Preferred Minimum,Exempt,No,Yes,No,FN059: Business Affairs Director II,Administration and Management; Administrative; Customer and Personal Service; Economics and Accounting; Law and Government,Active Listening; Critical Thinking; Monitoring; Reading Comprehension; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=FN059
AV004,Business Development Manager,Advancement,Corporate and Foundation Relations,Academic Staff,"24: $71,994-133,908","24: $71,994-133,908","Directs the strategy and sales of athletic program suites and premium seats, maintains donor relationships, and/or supervises staff in support of achieving unit development goals.",Plans and directs staff in the execution of premium seating sales and donor relationship cultivation; Manages a portfolio of donors and prospects for major gift cultivation and solicitation; Serves as a key unit authority to cultivate relationships with existing and prospective donors; Collaborates with internal and external instructional partners to identify and cultivate relationships with donors and prospects for major gifts for facility projects and endowments; Represents the unit at game-day events to donors and prospects; Develops targeted communication plans and materials for all premium seating marketing and operational efforts; Evaluates premium seating sales strategy effectiveness and provides recommendations for improvement,Bachelor's Degree Preferred Minimum,Exempt,No,No,No,AV004: Business Development Manager,Administration and Management; Communications and Media; Customer and Personal Service; Economics and Accounting; Sales and Marketing,Active Listening; Persuasion; Reading Comprehension; Speaking; Writing,https://hr.wisc.edu/standard-job-descriptions/?q=AV004
AV008,Business Development Officer I,Advancement,Corporate and Foundation Relations,Academic Staff,"20: $51,955-96,637","20: $51,955-96,637","Assists in identifying and soliciting corporate and foundation gifts including the development and implementation of giving strategies, and overall relationship building through events, visits and other partnerships in support of institutional advancement goals.","Assists with the design, delivery, and evaluation of new and existing corporate and foundation relations events, programs, and communication materials; Collects, analyzes, and evaluates company and industry research in support of determining appropriate resource allocations; Schedules site visits with internal and external corporate and foundation stakeholders to assist in multi-unit collaboration; Contributes to the development of corporate and foundation giving strategies; Identifies opportunities for improvement or new development; Serves as an initial point of contact for internal and external stakeholders, answers basic questions, and provides information about established programs based on set material or standards; Maintains organization of and updates corporate and foundation relations metrics and disseminates information to the appropriate entities",Bachelor's Degree Preferred Minimum,Exempt,No,No,No,AV008: Business Development Officer I,Administration and Management; Communications and Media; Customer and Personal Service; Economics and Accounting; Sales and Marketing,Active Listening; Persuasion; Reading Comprehension; Speaking; Writing,https://hr.wisc.edu/standard-job-descriptions/?q=AV008
AV009,Business Development Officer II,Advancement,Corporate and Foundation Relations,Academic Staff,"21: $56,112-104,368","21: $56,112-104,368","Identifies and solicits corporate and foundation gifts including the development, implementation, and evaluation of giving strategies; manages relationships with key industry and foundation officials to advance institutional goals.","Designs, delivers, and evaluates new and existing corporate and foundation relations events, programs, and communications materials; Collects, analyzes, and evaluates company and industry research in support of determining appropriate resource allocations; Monitors site visits with internal and external corporate and foundation stakeholders to assist in multi-unit collaboration; Assists in the development, implementation, and evaluation of corporate and foundation giving strategies; Identifies opportunities for improvement or new development; Serves as a main point of contact for internal and external stakeholders, answers questions, and provides information about established programs based on set material or standards; Monitors the organization and updating of corporate and foundation relations metrics; and records and disseminates information to the appropriate entities",Bachelor's Degree Preferred Minimum,Exempt,No,No,No,AV009: Business Development Officer II,Administration and Management; Communications and Media; Customer and Personal Service; Economics and Accounting; Sales and Marketing,Active Listening; Persuasion; Reading Comprehension; Speaking; Writing,https://hr.wisc.edu/standard-job-descriptions/?q=AV009
HS115,Business Engagement and Compliance Director,Health and Wellness Services,Health Services Administration,Limited,"29: $126,727-235,712","29: $126,727-235,712","Determines strategic direction, cultivates, and maintains relationships with business and industry partners; and is accountable for all programmatic, fiscal, and personnel related matters to align with divisional and institutional strategic goals. Directs compliance policy creation, decision-making, and program; and acts as the compliance lead in a medical setting.","Directs the development of large scale and high-profile strategic planning initiatives and objectives of the division to ensure appropriate use of financial, administrative, and staffing resources and to ensure compliance with established rules and regulations; Develops operating policies and procedures to comply with regulations, institutional policies, and unit objectives; Exercises supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or approving hours worked of at least 2.0 full-time equivalent (FTE) employees; Serves as the institutional liaison to internal and external stakeholder groups providing organizational information and representing the interests of the institution in the cultivation of industry and business partner relationships; Develops and audits the unit budget and compliance reports in accordance with established rules and regulations; Facilitates partnerships with outside organizations to facilitate medical innovation. Creates and/or improves new systems and processes designed to expedite development of innovative ideas into clinical application",Master's Degree Preferred Minimum,Exempt,No,Yes,No,HS115: Business Engagement and Compliance Director,Administration and Management; Administrative; Customer and Personal Service; Economics and Accounting; Law and Government,Active Listening; Critical Thinking; Monitoring; Reading Comprehension; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=HS115
AV010,Business Engagement Associate Director,Advancement,Corporate and Foundation Relations,Academic Staff,Scaled (expand for details),"28: $110,197-204,967; 27: $95,824-178,232 (B); 26: $87,112-162,029 (C)","Assists in the development and implementation of innovative, creative promotional campaigns and strategy in alignment with corporate and foundation-related institutional strategic goals. Represents the school or unit to internal and external stakeholders and contributes to the supervision of unit staff.","Serves as a key unit authority to identify cultivate, solicit, and steward prospective and existing members and donors to support growth in line with the unit vision and values; Serves as a lead fundraiser in the absence of a Director; Supervises the day-to-day activities of unit managerial staff and identifies staff performance goals; Directs strategic planning pertaining to growth initiatives and establishes unit objectives in alignment with the strategic plan; Leads the development and execution of cross-unit communications strategies and promotional campaigns and materials to align with institutional initiatives; Exercises supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or approving hours worked of at least 2.0 full-time equivalent (FTE) employees",Bachelor's Degree Preferred Minimum,Exempt,No,Yes,Yes,AV010: Business Engagement Associate Director; AV023: Business Engagement Associate Director (B); AV030: Business Engagement Associate Director (C),Administration and Management; Communications and Media; Customer and Personal Service; Education and Training; Sales and Marketing,Active Listening; Coordination; Critical Thinking; Persuasion; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=AV010
AV034,Business Engagement Associate Director (Inst),Advancement,Corporate and Foundation Relations,Academic Staff,"28: $110,197-204,967","28: $110,197-204,967","Assists in the development and implementation of innovative, creative promotional campaigns and strategy in alignment with corporate and foundation-related institutional strategic goals. Represents the institution to internal and external stakeholders and contributes to the supervision of unit staff.","Serves as a key unit authority to identify cultivate, solicit, and steward prospective and existing members and donors to support growth in line with the unit vision and values; Serves as a lead fundraiser in the absence of a Director; Supervises the day-to-day activities of unit managerial staff and identifies staff performance goals; Directs strategic planning pertaining to growth initiatives and establishes unit objectives in alignment with the strategic plan; Leads the development and execution of cross-unit communications strategies and promotional campaigns and materials to align with institutional initiatives; Exercises supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or approving hours worked of at least 2.0 full-time equivalent (FTE) employees",Bachelor's Degree Preferred Minimum,Exempt,Yes,Yes,No,AV034: Business Engagement Associate Director (Inst),Administration and Management; Communications and Media; Customer and Personal Service; Education and Training; Sales and Marketing,Active Listening; Coordination; Critical Thinking; Persuasion; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=AV034
AV011,Business Engagement Director,Advancement,Corporate and Foundation Relations,Limited,Scaled (expand for details),"29: $126,727-235,712; 28: $110,197-204,967 (B); 27: $95,824-178,232 (C)","Determines the strategic direction of the unit, personally cultivates and maintains relationships with business and industry partners; and is accountable for all unit programmatic, fiscal, and personnel related matters to align with corporate and foundation-related institutional strategic goals.","Directs the development of large scale and high-profile strategic planning initiatives and objectives to ensure appropriate use of financial, administrative, and staffing resources and alignment with the strategic plan; Develops operating policies and procedures to comply with regulations, institutional policies, and objectives; Directs the implementation of participation in campaign and engagement efforts; Serves as a liaison to internal and external stakeholder groups providing organizational information and representing the interests of the institution in the cultivation of industry and business partner relationships; Exercises supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or approving hours worked of at least 2.0 full-time equivalent (FTE) employees; Supervises and develops director-level staff; Develops and oversees the budget",Bachelor's Degree Preferred Minimum,Exempt,No,Yes,Yes,AV011: Business Engagement Director; AV024: Business Engagement Director (B); AV031: Business Engagement Director (C),Administration and Management; Communications and Media; Customer and Personal Service; Education and Training; Sales and Marketing,Active Listening; Coordination; Critical Thinking; Persuasion; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=AV011
