Date,CPI,CPI_2021_Index
2011-03-01,223.046,1.250073975771814
2011-04-01,224.093,1.2442334209457682
2011-05-01,224.806,1.2402871809471276
2011-06-01,224.806,1.2402871809471276
2011-07-01,225.395,1.2370460746689145
2011-08-01,226.106,1.2331561303105625
2011-09-01,226.597,1.2304840752525408
2011-10-01,226.75,1.229653803748622
2011-11-01,227.169,1.227385778869476
2011-12-01,227.223,1.2270940881864951
2012-01-01,227.842,1.2237603251375953
2012-02-01,228.329,1.221150182412221
2012-03-01,228.807,1.2185990813218128
2012-04-01,229.187,1.2165786017531535
2012-05-01,228.713,1.219099919987058
2012-06-01,228.524,1.2201081724457825
2012-07-01,228.59,1.2197558948335447
2012-08-01,229.918,1.2127106185683592
2012-09-01,231.015,1.2069519295283857
2012-10-01,231.638,1.2037057822982413
2012-11-01,231.249,1.2057306193756514
2012-12-01,231.221,1.2058766288529157
2013-01-01,231.679,1.2034927636945947
2013-02-01,232.937,1.1969931784130472
2013-03-01,232.282,1.2003685175777719
2013-04-01,231.797,1.202880106299909
2013-05-01,231.893,1.2023821331389908
2013-06-01,232.445,1.1995267697734948
2013-07-01,232.9,1.1971833404894805
2013-08-01,233.456,1.1943321225412926
2013-09-01,233.544,1.1938820950227795
2013-10-01,233.669,1.19324343408839
2013-11-01,234.1,1.1910465612985903
2013-12-01,234.719,1.187905538111529
2014-01-01,235.288,1.185032810853082
2014-02-01,235.547,1.1837297864120537
2014-03-01,236.028,1.1813174708085483
2014-04-01,236.468,1.1791193734458787
2014-05-01,236.918,1.1768797643066378
2014-06-01,237.231,1.1753270019516844
2014-07-01,237.498,1.1740056758372703
2014-08-01,237.46,1.1741935483870969
2014-09-01,237.477,1.1741094927087676
2014-10-01,237.43,1.1743419113001727
2014-11-01,236.983,1.1765569682213493
2014-12-01,236.252,1.1801974163181688
2015-01-01,234.747,1.1877638478872998
2015-02-01,235.342,1.1847609011566147
2015-03-01,235.976,1.1815777875716176
2015-04-01,236.222,1.1803473004207907
2015-05-01,237.001,1.1764676098413087
2015-06-01,237.657,1.1732202291537805
